tweet,class,date_posted
It shows an inside lane to be closed until at least late June. This is to facilitate work for the new 610/288 connectors.,0,2017-04-25 19:28:12+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at ,0,2017-04-25 11:25:13+00:00
Knowbeforeyougo today. Get all the info you need including road incidents and construction closures at ,0,2017-04-24 21:01:11+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at ,0,2017-04-24 11:20:12+00:00
Knowbeforeyougo this wknd. Get all the info you need including road incidents and construction closures at ,0,2017-04-21 21:01:20+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at ,0,2017-04-21 11:35:13+00:00
THIS WKND: FM 1093/ Westeimer EB/WB from McCue to IH 610 W. Loop to be closed for road work Sat at 9pm until Sun at 6am.,0,2017-04-20 21:19:40+00:00
Knowbeforeyougo today. Get all the info you need including road incidents and construction closures at ,0,2017-04-20 21:00:29+00:00
Crews are back out with  to inspect Waco St. bridge at IH 10 East Frwy. One WB mainlane of IH 10 closed at this time.,0,2017-04-20 19:29:08+00:00
Crews are working to clear debris and inspect bridge on IH 10 East Frwy WB at Waco. One lane closed at this time.,0,2017-04-20 18:29:55+00:00
SH 6 between McCormick and E ½ streets in Alvin/  all lanes in both directions closed due to ruptured gas line.,0,2017-04-19 19:37:34+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at ,0,2017-04-18 11:25:14+00:00
Knowbeforeyougo today. Get all the info you need including road incidents and construction closures at ,0,2017-04-17 21:01:16+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at ,0,2017-04-17 11:20:22+00:00
SH 288 SB to I-69/US 59 SB closed for several hours to clear overturned 18 wheeler. Detour to I-69 NB and u-turn & avoid area til clear.,0,2017-04-16 02:55:06+00:00
Knowbeforeyougo this WKND. Get all the info you need including road incidents and construction closures at ,0,2017-04-14 21:01:02+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at ,0,2017-04-14 11:20:26+00:00
Knowbeforeyougo today. Get all the info you need including road incidents and construction closures at ,0,2017-04-13 21:01:11+00:00
Crews will repair lighting along the Galveston Causeway starting today until early May. A single alt. lane of IH 45 NB or SB will be closed.,0,2017-04-13 14:39:39+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at ,0,2017-04-13 11:30:39+00:00
Knowbeforeyougo today. Get all the info you need including road incidents and construction closures at ,0,2017-04-12 21:00:18+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at ,0,2017-04-12 11:30:31+00:00
Knowbeforeyougo today. Get all the info you need including road incidents and construction closures at ,0,2017-04-11 21:00:57+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at ,0,2017-04-11 11:25:09+00:00
Knowbeforeyougo today. Get all the info you need including road incidents and construction closures at ,0,2017-04-10 21:01:12+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at ,0,2017-04-10 11:20:21+00:00
THIS WKND IH 10 East Frwy WB at Waco all mainlanes will be closed until Sunday at 7:30pm. Chk  for updates.,0,2017-04-08 15:19:08+00:00
IH 10 East Frwy WB at Waco all mainlanes will be closed on Saturday at 5am until Sunday at 7:30pm. Chk  for updates.,0,2017-04-07 22:09:23+00:00
Knowbeforeyougo this WKND. Get all the info you need including road incidents and construction closures at ,0,2017-04-07 21:01:12+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at ,0,2017-04-07 11:40:19+00:00
Some lanes have opened up on IH 10 East Frwy EB at Uvalde. Two lanes remain closed as crews work to clear accident with heavy truck.,0,2017-04-06 17:52:07+00:00
Major accident involving heavy truck has all mainlanes of IH 10 East Frwy EB at Uvalde closed. No est. time on when it will clear.,0,2017-04-06 17:31:05+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at ,0,2017-04-06 11:30:41+00:00
Knowbeforeyougo today. Get all the info you need including road incidents and construction closures at ,0,2017-04-06 09:00:47+00:00
Knowbeforeyougo today. Get all the info you need including road incidents and construction closures at ,0,2017-04-05 21:00:59+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at ,0,2017-04-05 11:25:09+00:00
Knowbeforeyougo today. Get all the info you need including road incidents and construction closures at ,0,2017-04-04 21:00:42+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at ,0,2017-04-04 11:20:17+00:00
The Elysian Viaduct is now closed for construction. Work will take about 32 months to complete. For more info go to ,0,2017-04-03 13:45:17+00:00
Knowbeforeyougo this WKND. Get all the info you need including road incidents and construction closures at ,0,2017-03-31 21:01:25+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at ,0,2017-03-31 11:35:12+00:00
Knowbeforeyougo today. Get all the info you need including road incidents and construction closures at ,0,2017-03-30 21:01:24+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at ,0,2017-03-30 11:30:47+00:00
Knowbeforeyougo today. Get all the info you need including road incidents and construction closures at ,0,2017-03-29 21:01:32+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at ,0,2017-03-29 11:30:53+00:00
Knowbeforeyougo today. Get all the info you need including road incidents and construction closures at ,0,2017-03-28 21:01:19+00:00
Crews continue to clean hazmat spill that has the SH 146 southbound ramp to SH 225 westbound closed. We will send notice once it opens.,0,2017-03-28 16:37:42+00:00
A hazmat spill has the SH 146 southbound ramp to SH 225 westbound closed at this time.,0,2017-03-28 16:25:21+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at ,0,2017-03-28 11:25:11+00:00
Knowbeforeyougo today. Get all the info you need including road incidents and construction closures at ,0,2017-03-27 21:01:17+00:00
It isn't easy converting an elevated ramp into a ramp to a major freeway so close to downtown Houston. So far so good on IH 45 ramp project.,0,2017-03-27 15:54:30+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at ,0,2017-03-27 11:20:20+00:00
Knowbeforeyougo this WKND. Get all the info you need including road incidents and construction closures at ,0,2017-03-24 21:01:26+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at ,0,2017-03-24 11:35:12+00:00
Knowbeforeyougo today. Get all the info you need including road incidents and construction closures at ,0,2017-03-23 21:01:27+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at ,0,2017-03-23 11:35:10+00:00
Knowbeforeyougo today. Get all the info you need including road incidents and construction closures at ,0,2017-03-22 21:01:27+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at ,0,2017-03-22 11:30:40+00:00
Knowbeforeyougo today. Get all the info you need including road incidents and construction closures at ,0,2017-03-21 21:01:28+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at ,0,2017-03-21 11:25:16+00:00
Knowbeforeyougo today. Get all the info you need including road incidents and construction closures at ,0,2017-03-20 21:01:18+00:00
FM 519 in both directions from SH 3 to SH 146 in  is closed due to gas line issue.,0,2017-03-20 17:19:27+00:00
Major accident on IH 10 Katy WB at Pin Oak is being worked as a fatal incident. Expect closure to continue for at least 1-2 hours.,0,2017-03-20 15:01:30+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at ,0,2017-03-20 11:20:20+00:00
Knowbeforeyougo this WKND. Get all the info you need including road incidents and construction closures at ,0,2017-03-17 21:01:29+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at ,0,2017-03-17 11:35:11+00:00
Knowbeforeyougo today. Get all the info you need including road incidents and construction closures at ,0,2017-03-16 21:01:30+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at ,0,2017-03-16 11:30:46+00:00
Knowbeforeyougo today. Get all the info you need including road incidents and construction closures at ,0,2017-03-15 21:01:24+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at ,0,2017-03-15 11:30:40+00:00
Knowbeforeyougo today. Get all the info you need including road incidents and construction closures at ,0,2017-03-14 21:01:15+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at ,0,2017-03-14 11:25:10+00:00
Knowbeforeyougo today. Get all the info you need including road incidents and construction closures at ,0,2017-03-13 21:01:18+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at ,0,2017-03-13 11:20:13+00:00
The demolition of the SH 36 Bridge in Fort Bend Count will begin this WKND. SH 36/US 59 intersection will be closed 3/10 at 9p - 3/13 at 5a.,0,2017-03-10 22:06:33+00:00
Knowbeforeyougo this WKND. Get all the info you need including road incidents and construction closures at ,0,2017-03-10 22:01:05+00:00
SH 288 SB exit ramp to MacGregor is still closed due to fatal accident. Seek alternate exit if going to the Texas Medical Center.,0,2017-03-10 19:40:09+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at ,0,2017-03-10 12:40:13+00:00
Knowbeforeyougo today. Get all the info you need including road incidents and construction closures at ,0,2017-03-09 22:01:07+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at ,0,2017-03-09 12:35:11+00:00
Knowbeforeyougo today. Get all the info you need including road incidents and construction closures at ,0,2017-03-08 22:01:11+00:00
Heavy truck/ hazmat incident on IH 10 East Frwy EB at Beltway continues to work. A right lane remains closed.,0,2017-03-08 20:10:17+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at ,0,2017-03-08 12:30:41+00:00
Knowbeforeyougo today. Get all the info you need including road incidents and construction closures at ,0,2017-03-07 22:00:56+00:00
Crews will repair concrete barrier on IH 10 Katy EB at Houston Ave. A right lane from Houston Ave to Smith St will be closed til noon.,0,2017-03-07 16:22:56+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at ,0,2017-03-07 12:25:08+00:00
Knowbeforeyougo today. Get all the info you need including road incidents and construction closures at ,0,2017-03-06 22:00:35+00:00
Heads up - crews will be closing a right lane on IH 10 East Frwy WB at Freeport for emergency repair until 3 p.m.,0,2017-03-06 15:26:44+00:00
Crews continue clean up on IH 10 East Frwy WB at Uvalde following jack-knifed 18 wheeler incident. All mainlanes now open. U-turn is closed.,0,2017-03-05 21:58:05+00:00
US 90A westbound near Kirkwood left lane closed due to accident.  working the scene.,0,2017-03-03 20:44:42+00:00
Major closure this wknd on IH 10 East Frwy at Waco. Total closure of mainlanes starting tonight at 9pm. Get into at ,0,2017-03-03 15:53:17+00:00
Spur 5 to close this wknd as I-45 northbound direct connector project gets underway. More info at ,0,2017-03-02 22:41:37+00:00
Knowbeforeyougo today. Get all the info you need including road incidents and construction closures at  .,0,2017-03-01 22:01:17+00:00
Closure on IH 10 East Frwy WB before IH 610 E. Loop is expected to take more time to clear. Will impact the evening rush. Seek alt. route.,0,2017-03-01 21:41:30+00:00
All mainlanes of IH 10 E. Frwy WB just before IH 610 E. Loop closed due to heavy truck accident with fuel spill. Seek alt. route.,0,2017-03-01 19:36:41+00:00
Big closures in the area of Spur 527/ Richmond Ave. as part of road work to reconstruct the Spur 527 frontage roads.,0,2017-03-01 15:17:23+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at  .,0,2017-03-01 12:30:46+00:00
Knowbeforeyougo today. Get all the info you need including road incidents and construction closures at  .,0,2017-02-28 22:01:06+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at  .,0,2017-02-28 12:25:12+00:00
Knowbeforeyougo today. Get all the info you need including road incidents and construction closures at  .,0,2017-02-27 22:01:11+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at  .,0,2017-02-27 12:20:16+00:00
Knowbeforeyougo this WKND. Get all the info you need including road incidents and construction closures at  .,0,2017-02-24 22:01:14+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at  .,0,2017-02-24 12:35:11+00:00
Knowbeforeyougo today. Get all the info you need including road incidents and construction closures at  .,0,2017-02-23 22:01:18+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at  .,0,2017-02-23 12:30:52+00:00
Crews are picking up equipment on IH 45 NB near Hardy Toll and they will begin the process of opening up the closed lanes.,0,2017-02-22 22:46:17+00:00
Knowbeforeyougo today. Get all the info you need including road incidents and construction closures at  .,0,2017-02-22 22:01:10+00:00
Yes you are correct. This is why the road remains closed though the repairs have been completed.,0,2017-02-22 20:51:19+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at  .,0,2017-02-22 12:25:11+00:00
Knowbeforeyougo today. Get all the info you need including road incidents and construction closures at  .,0,2017-02-21 22:01:18+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at  .,0,2017-02-21 12:20:20+00:00
All TxDOT offices are closed today for Presidents' Day. Stay safe out there and make sure to focus on the road as you travel today.,0,2017-02-20 13:01:20+00:00
Reminder: Big closure today and tomorrow on IH 10 East Frwy WB at Waco.,0,2017-02-18 17:33:20+00:00
Complete Roadway Closure Alert: IH-45 GULF southbound at HOWARD DR/BELLFORT AVE due to fatal accident.,0,2017-02-18 12:43:11+00:00
Knowbeforeyougo this WKND. Get all the info you need including road incidents and construction closures at  .,0,2017-02-17 22:01:06+00:00
"Reminder: TxDOT offices will be closed Monday, February 20 for the Presidents' Day Holiday.",0,2017-02-17 20:50:14+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at  .,0,2017-02-17 12:40:13+00:00
Knowbeforeyougo today. Get all the info you need including road incidents and construction closures at  .,0,2017-02-16 22:00:59+00:00
Big closures on IH 10 Katy and IH 10 East this WKND. Knowbeforeyougo,0,2017-02-16 14:44:04+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at  .,0,2017-02-16 12:35:09+00:00
Knowbeforeyougo today. Get all the info you need including road incidents and construction closures at  .,0,2017-02-15 22:00:51+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at  .,0,2017-02-15 12:30:29+00:00
Knowbeforeyougo today. Get all the info you need including road incidents and construction closures at  .,0,2017-02-14 22:00:34+00:00
Nightly rd. work on IH 10 Katy EB mainlanes from Gessner to Wirt 9p-5a until Thursday. 3 right lanes and ramps closed each night.,0,2017-02-14 21:14:26+00:00
Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at ,0,2017-02-14 13:11:15+00:00
Big closures this wknd including US 69 in Ft. Bend and IH 45 Gulf. knowbeforeyougo and go to  for the latest info.,0,2017-02-11 01:03:31+00:00
Big closure scheduled for this wknd on IH 45 Gulf Frwy SB between Dixie Farm Rd. and the Nasa Bypass.,0,2017-02-09 21:21:12+00:00
"As halftime comes to a close, it is a great time to talk about a gameplan for after SB51 if you haven't already. Never drink and drive.",0,2017-02-06 01:34:46+00:00
3 lanes of IH610 South Loop  (near NRG Staduim) closed due to incident. Expect delays. Will update when clear. knowbeforeyougo,0,2017-02-05 19:39:56+00:00
Be on the look out for team buses moving about on the state road system. There could be temporary closure of lanes. SB51 staysafe,0,2017-02-01 22:35:28+00:00
Be on the look out for team buses moving about on the state road system. There could be temporary closure of lanes. SB51,0,2017-01-30 21:32:49+00:00
Know before you go this morning. Get all the info you need including road incidents and construction closures at ,0,2017-01-27 12:35:16+00:00
Know before you go this morning. Get all the info you need including road incidents and construction closures at ,0,2017-01-26 12:30:52+00:00
Live in Fort Bend County? Here are some road closures that will impact your area.,0,2017-01-25 20:35:01+00:00
Know before you go this morning. Get all the info you need including road incidents and construction closures at ,0,2017-01-25 12:30:51+00:00
Know before you go this morning. Get all the info you need including road incidents and construction closures at ,0,2017-01-24 12:25:20+00:00
Know before you go this morning. Get all the info you need including road incidents and construction closures at ,0,2017-01-23 12:20:21+00:00
US 59/ IH 69 SB at FM 2218 in Ft Bend closed this wknd until Monday at 5 am for traffic switch. Get info at ,0,2017-01-22 02:42:34+00:00
Traffic Alert: Major Weekend Closure I-10 Katy Freeway at Houston Avenue Bridge. Get the info you need at ,0,2017-01-22 02:40:56+00:00
Know before you go this WKND. Get all the info you need including road incidents and construction closures at ,0,2017-01-20 22:01:34+00:00
THIS WKND: US 59/ IH 69 SB at FM 2218 in Ft Bend County will closed tonight at 9pm until Monday at 5 am for traffic switch.,0,2017-01-20 14:21:38+00:00
Traffic Alert: Major Weekend Closure I-10 Katy Freeway at Houston Avenue Bridge. Get the info you need at ,0,2017-01-20 14:15:06+00:00
Know before you go this morning. Get all the info you need including road incidents and construction closures at ,0,2017-01-20 12:40:20+00:00
Know before you go today. Get all the info you need including road incidents and construction closures at ,0,2017-01-19 22:01:27+00:00
Know before you go this morning. Get all the info you need including road incidents and construction closures at ,0,2017-01-19 12:35:18+00:00
Know before you go today. Get all the info you need including road incidents and construction closures at ,0,2017-01-18 22:02:00+00:00
Know before you go this morning. Get all the info you need including road incidents and construction closures at ,0,2017-01-18 12:31:13+00:00
Know before you go today. Get all the info you need including road incidents and construction closures at ,0,2017-01-17 22:01:52+00:00
Know before you go this morning. Get all the info you need including road incidents and construction closures at ,0,2017-01-17 12:25:13+00:00
Know before you go today. Get all the info you need including road incidents and construction closures at ,0,2017-01-16 22:01:18+00:00
Know before you go this morning. Get all the info you need including road incidents and construction closures at ,0,2017-01-16 12:20:19+00:00
Know before you go this WKND. Get all the info you need including road incidents and construction closures at ,0,2017-01-13 22:01:17+00:00
Know before you go this morning. Get all the info you need including road incidents and construction closures at ,0,2017-01-13 12:35:15+00:00
Know before you go today. Get all the info you need including road incidents and construction closures at ,0,2017-01-12 22:01:04+00:00
Know before you go this morning. Get all the info you need including road incidents and construction closures at ,0,2017-01-12 12:30:45+00:00
Know before you go today. Get all the info you need including road incidents and construction closures at ,0,2017-01-11 22:00:44+00:00
Know before you go this morning. Get all the info you need including road incidents and construction closures at ,0,2017-01-11 12:20:18+00:00
Tonight crews will close 4 right lanes of IH 10 EB from Shepherd to Houston Avenue to continue repairs on Houston Ave. Bridge (830pm - 5am).,0,2017-01-10 22:37:09+00:00
Starting tonight at 9pm all mainlanes of IH 10 Katy EB at N. Shepherd will be closed for road work. More info at ,0,2017-01-06 15:23:47+00:00
WKND Traffic Alert: I-10 Katy Freeway Eastbound Closure Inside Loop I-610. Get the info you need at ,0,2017-01-05 14:11:28+00:00
THIS WKND: IH 10 Katy EB at Shepherd all mainlanes closed for the Houston Ave Bridge repair from Fri. 9p to Mon. 5a. Use IH 610 as alt.,0,2017-01-04 18:45:15+00:00
Know before you go today. Get all the info you need including road incidents and construction closures at ,0,2017-01-02 22:01:03+00:00
Let us start the New Year right. Get all the info you need including road incidents and construction closures at ,0,2017-01-02 12:25:09+00:00
"Closed due to accident in Webster on I-45 Gulf Fwy Outbound before FM 2351 and before EL Dorado, stopped traffic back to Dixie Farm Rd.",0,2017-12-29 15:41:43+00:00
"Closed due to accident in SwSide on 69 SW Fwy Inbound approaching Hillcroft and before The Westpark Tollway, sto... ",0,2017-12-29 13:36:46+00:00
"Closed due to accident in SwSide on 69 SW Fwy Inbound at Hillcroft and before The Westpark Tollway, stopped traffic back to Fondren",0,2017-12-29 12:56:52+00:00
Closed due to accident in MuseumDistrict on US-69 NB between Spur 527 and Fannin traffic ,0,2017-12-29 08:41:45+00:00
Closed due to accident in Alief on The Westpark Tollway WB between Dairy Ashford St and Eldridge Pkwy traffic ,0,2017-12-29 08:40:43+00:00
"Closed due to accident in Downtown on I-10 Katy Fwy Outbound after Studemont and before Heights, stopped traffic back to San Jacinto",0,2017-12-27 16:49:16+00:00
"Closed due to accident in Downtown on I-10 Katy Fwy Outbound after Studemont and before Heights, stopped traffic back to I-45 traffic",0,2017-12-27 16:15:32+00:00
"Closed due to accident in NeSide on US-69 NB after Lauder to Lee Rd., stopped traffic back to E. Mt Houston traffic ",0,2017-12-27 15:20:59+00:00
"Closed due to accident in NeSide on US-69 NB after Lauder to Lee Rd., stopped traffic back to Aldine Mail Rt traffic ",0,2017-12-27 15:13:24+00:00
Closed due to accident in TomballParkway on Hwy 249 Both NB/SB at Hollister traffic ,0,2017-12-25 23:27:28+00:00
Closed due to accident in SplendoraNorthOfKingwood on US-69 NB at FM 2090 traffic ,0,2017-12-25 09:27:39+00:00
"Closed due to accident in SoutheastSide on 610 EB between Hwy 225 and Old Galveston Rd., stopped traffic back to Telephone traffic",0,2017-12-23 20:48:47+00:00
"Closed due to accident in Baytown on I-10 E Fwy WB approaching John Martin and before Wade, stopped traffic back to Hwy 146 traffic",0,2017-12-22 17:41:07+00:00
"Closed due to accident in Downtown on Hwy 288 S Fwy Inbound after Macgregor and to Southmore, stopped traffic back to Holly Hall traffic",0,2017-12-22 17:19:51+00:00
"Closed due to accident in Downtown on Hwy 288 S Fwy Inbound after Macgregor and to Southmore, stopped traffic back to Holcombe traffic",0,2017-12-22 17:12:52+00:00
"Closed due to accident in Baytown on I-10 E Fwy WB approaching John Martin and before Wade, stopped traffic back to Sjolander traffic",0,2017-12-22 16:55:44+00:00
"Closed due to accident in Baytown on I-10 E Fwy WB approaching John Martin and before Wade, stopped traffic back to Garth Rd traffic",0,2017-12-22 16:31:30+00:00
"Closed due to accident in Baytown on I-10 E Fwy WB after John Martin and before Wade, stopped traffic back to Garth Rd traffic",0,2017-12-22 16:27:08+00:00
Closed due to accident in FortBend on Hwy 99 SB after Westheimer Pkwy and to Fry Rd traffic ,0,2017-12-22 12:43:00+00:00
"Road construction, right lane closed in MemorialPark on 610 W Lp SB before Woodway, stop and go traffic back to I-10 The Katy Fwy traffic",0,2017-12-21 15:57:27+00:00
"Road construction, right lane closed in Brookhollow on 610 W Lp SB before Woodway, stop and go traffic back to Hwy 290, delay of 8 mins",0,2017-12-21 14:48:11+00:00
"Road construction, right lane closed in MemorialPark on 610 W Lp SB at Woodway, stop and go traffic back to I-10 The Katy Fwy traffic",0,2017-12-20 18:00:24+00:00
"Road construction, right lane closed in Houston on 610 W Lp SB at Woodway, stop and go traffic back to Hempstead, delay of 7 mins traffic",0,2017-12-20 16:52:29+00:00
"Closed due to accident in SwSide on US-69 NB at The Westpark Tollway, stopped traffic back to Fondren traffic ",0,2017-12-20 06:01:24+00:00
"Closed due to accident in SwSide on US-69 NB at The Westpark Tollway, stopped traffic back to Bellaire Blvd traffic ",0,2017-12-20 06:00:53+00:00
"Closed due to accident in Montgomery on US-69 SB at TX-242, stop and go traffic back to E River Rd. traffic ",0,2017-12-20 05:59:19+00:00
"Road construction, right lane closed on 610 W Lp SB at Woodway, stop and go traffic back to Old Katy Rd., delay of 5 mins traffic",0,2017-12-19 17:09:01+00:00
"Closed due to accident in Kingwood on 69 Eastex Fwy Inbound after Lp 494 and to Townsen Boulevard, stopped traffic back to N Park Dr",0,2017-12-19 14:21:59+00:00
"Closed due to accident in Kingwood on 69 Eastex Fwy Inbound after Lp 494 and to Townsen Boulevard, stopped traffic back to Kingwood Dr",0,2017-12-19 14:17:27+00:00
"Closed due to accident in SeSide on 610 N Lp WB after The N Fwy and before Airline, stopped traffic back to Lockwood traffic",0,2017-12-19 13:37:22+00:00
"Closed due to accident in SeSide on 610 N Lp WB after The N Fwy and before Airline, stopped traffic back to 69 Eastex Fwy traffic",0,2017-12-19 12:34:18+00:00
"Closed due to accident in SeSide on 610 N Lp WB after The N Fwy and before Airline, stopped traffic back to The Hardy Toll Rd. traffic",0,2017-12-19 12:20:35+00:00
"Closed due to accident in SeSide on Hwy 146 NB between FM-2094 Rd and 2nd St, stopped traffic back to Hwy 96 traffic ",0,2017-12-19 11:48:42+00:00
Closed due to accident in SeSide on Hwy 146 NB between FM-2094 Rd and 2nd St traffic ,0,2017-12-19 11:46:32+00:00
Closed due to accident in Harris on Hwy 146 SB between 2nd St and FM-2094 Rd traffic ,0,2017-12-19 11:45:58+00:00
Closed due to accident at hillcroft in SouthwestSide on I-69 SW Fwy Outbound between Fountain View Dr and Bellai... ,0,2017-12-19 01:42:11+00:00
"All main lanes closed for a accident. in EastSide on 610 E Lp SB between The Port Of Houston and Manchester, sto... ",0,2017-12-19 00:36:30+00:00
Closed due to accident at hillcroft in SouthwestSide on I-69 SW Fwy Outbound between Fountain View Dr and Bellaire Blvd. traffic,0,2017-12-19 00:22:50+00:00
"Closed due to accident at chimney rock. in Harris on I-69 SW Fwy HOV SB between 610 W Lp and Fountain View Dr, s... ",0,2017-12-19 00:12:34+00:00
"Closed due to accident in Harris on I-69 SW Fwy HOV SB between 610 W Lp and Fountain View Dr, stopped traffic back to US-59 traffic",0,2017-12-19 00:10:44+00:00
Closed due to accident in Harris on I-69 SW Fwy HOV SB between 610 W Lp and Fountain View Dr traffic ,0,2017-12-19 00:10:11+00:00
"Closed due to accident in SeSide on I-45 NB at Griggs, stopped traffic back to Broadway traffic ",0,2017-12-16 21:51:20+00:00
"Closed due to accident in GreenwayUpperKirby on US-69 NB at Weslayan, stopped traffic back to Fountain View traffic ",0,2017-12-16 20:55:31+00:00
"Closed due to accident in NorthSide on I-45 N Fwy Outbound after Rankin and before Airtex, stopped traffic back to W Rd. traffic",0,2017-12-15 13:26:53+00:00
Closed due to accident in SeSide on I-45 SB between Scarsdale and Dixie Farm Rd. traffic ,0,2017-12-15 08:59:03+00:00
"Closed due to accident in NeSide on 69 Eastex Fwy Inbound after Aldine Mail Rt and before E. Mt Houston, stopped traffic back to Lee Rd.",0,2017-12-14 17:03:04+00:00
"Closed due to accident in NeSide on 69 Eastex Fwy Inbound after Aldine Mail Rt and before E. Mt Houston, stopped traffic back to Lauder",0,2017-12-14 16:52:19+00:00
Closed due to accident in Humble on I-69 Eastex Fwy Outbound between Townsen Blvd and Sorters traffic ,0,2017-12-13 22:55:00+00:00
Closed due to accident in Houston on I-69 Eastex Fwy Outbound between Sorters and Kingwood Dr traffic ,0,2017-12-13 22:46:06+00:00
Closed due to accident in Downtown on I-10 EB approaching I-45 and before San Jacinto traffic ,0,2017-12-13 11:10:30+00:00
Closed due to accident in Downtown on I-10 EB between I-45 and San Jacinto traffic ,0,2017-12-13 10:25:28+00:00
Closed due to accident in EastSide on 610 NB between The I-10 Baytown E Fwy and Gellhorn traffic ,0,2017-12-13 08:58:03+00:00
"All managed lanes closed. in WestSide on I-10 Katy Fwy Managed Lanes Inbound at The W Lp, stopped traffic back to Bingle Rd traffic",0,2017-12-12 23:26:12+00:00
"All managed lanes closed. in WestSide on I-10 Katy Fwy Managed Lanes Inbound at The W Lp, stopped traffic back to Wirt, delay of 14 mins",0,2017-12-12 23:20:11+00:00
"Closed due to accident in WestSide on I-10 Katy Fwy Managed Lanes Inbound at The W Lp, stopped traffic back to Wirt traffic",0,2017-12-12 23:19:32+00:00
"Road construction, left lane closed in Galveston on I-45 Gulf Fwy Inbound at Tiki Island, stop and go traffic back to Harborside Dr.",0,2017-12-12 20:55:08+00:00
All lanes closed. in WestSide on The Westpark Tollway EB between Gessner Rd and Hillcroft St traffic ,0,2017-12-12 19:20:57+00:00
"Vehicle fire. all lanes closed. in WestSide on The Westpark Tollway EB approaching Fondren Rd, stopped traffic back to Gessner Rd traffic",0,2017-12-12 19:04:40+00:00
"Road construction. two left lanes closed. in Galveston on I-45 Gulf Fwy Inbound at Tiki Island, stop and go traffic back to Harborside Dr.",0,2017-12-12 17:35:22+00:00
"Closed due to accident in NorthSide on 45 N Fwy SB between Crosstimbers and The N Lp, stopped traffic back to Tidwell Rd. traffic",0,2017-12-10 12:39:53+00:00
"Closed due to accident in LaMarque on I-45 SB at FM 1764, stopped traffic back to Hughes traffic ",0,2017-12-10 03:22:00+00:00
"Closed due to accident in Downtown on I-45 NB between Cullen and Scott, stopped traffic back to Lockwood traffic ",0,2017-12-09 11:53:33+00:00
"Closed due to accident in Bellaire on 610 W Lp SB at 69 The SW Fwy and before Fournace, stopped traffic back to T.C. Jester traffic",0,2017-12-08 14:15:31+00:00
"Closed due to accident in Bellaire on 610 W Lp SB at 69 The SW Fwy and before Fournace, stopped traffic back to Old Katy Rd. traffic",0,2017-12-08 13:38:09+00:00
